Province,Date,Sex,Age,Cummulative number of people (Vaccinedose1)
Alberta,2/6/2022,Unknown,70–79,12
Alberta,2/6/2022,Unknown,80+,16
Alberta,2/6/2022,Unknown,All ages,334
Alberta,2/6/2022,Unknown,Not reported,0
Alberta,2/6/2022,Unknown,Unknown,1
Alberta,2/6/2022,Not reported,0–4,0
Alberta,2/6/2022,Not reported,05–11,0
Alberta,2/6/2022,Not reported,12–17,0
Alberta,2/6/2022,Not reported,18–29,0
Alberta,2/6/2022,Not reported,30–39,0
Alberta,2/6/2022,Not reported,40–49,0
Alberta,2/6/2022,Not reported,50–59,0
Alberta,2/6/2022,Not reported,60–69,0
Alberta,2/6/2022,Not reported,70–79,0
Alberta,2/6/2022,Not reported,80+,0
Alberta,2/6/2022,Not reported,All ages,0
Alberta,2/6/2022,Not reported,Not reported,0
Alberta,2/6/2022,Not reported,Unknown,0
British Columbia,2/6/2022,All sexes,0–4,0
British Columbia,2/6/2022,All sexes,05–11,184980
British Columbia,2/6/2022,All sexes,12–17,270571
British Columbia,2/6/2022,All sexes,18–29,754562
British Columbia,2/6/2022,All sexes,30–39,691126
British Columbia,2/6/2022,All sexes,40–49,598592
British Columbia,2/6/2022,All sexes,50–59,635823
British Columbia,2/6/2022,All sexes,60–69,639182
British Columbia,2/6/2022,All sexes,70–79,443695
British Columbia,2/6/2022,All sexes,80+,249429
British Columbia,2/6/2022,All sexes,All ages,4467960
British Columbia,2/6/2022,All sexes,Not reported,0
British Columbia,2/6/2022,All sexes,Unknown,0
British Columbia,2/6/2022,f,0–4,0
British Columbia,2/6/2022,f,05–11,90326
British Columbia,2/6/2022,f,12–17,133086
British Columbia,2/6/2022,f,18–29,373319
British Columbia,2/6/2022,f,30–39,345114
British Columbia,2/6/2022,f,40–49,306028
British Columbia,2/6/2022,f,50–59,327385
British Columbia,2/6/2022,f,60–69,331931
British Columbia,2/6/2022,f,70–79,230889
British Columbia,2/6/2022,f,80+,141483
British Columbia,2/6/2022,f,All ages,2279561
British Columbia,2/6/2022,f,Not reported,0
British Columbia,2/6/2022,f,Unknown,0
British Columbia,2/6/2022,m,0–4,0
British Columbia,2/6/2022,m,05–11,94639
British Columbia,2/6/2022,m,12–17,137452
British Columbia,2/6/2022,m,18–29,380932
British Columbia,2/6/2022,m,30–39,345836
British Columbia,2/6/2022,m,40–49,292465
British Columbia,2/6/2022,m,50–59,308360
British Columbia,2/6/2022,m,60–69,307188
British Columbia,2/6/2022,m,70–79,212773
British Columbia,2/6/2022,m,80+,107934
British Columbia,2/6/2022,m,All ages,2187579
British Columbia,2/6/2022,m,Not reported,0
British Columbia,2/6/2022,m,Unknown,0
British Columbia,2/6/2022,Other,0–4,0
British Columbia,2/6/2022,Other,05–11,0
British Columbia,2/6/2022,Other,12–17,0
British Columbia,2/6/2022,Other,18–29,0
British Columbia,2/6/2022,Other,30–39,0
British Columbia,2/6/2022,Other,40–49,1
British Columbia,2/6/2022,Other,50–59,1
British Columbia,2/6/2022,Other,60–69,0
British Columbia,2/6/2022,Other,70–79,0
British Columbia,2/6/2022,Other,80+,0
British Columbia,2/6/2022,Other,All ages,2
British Columbia,2/6/2022,Other,Not reported,0
British Columbia,2/6/2022,Other,Unknown,0
British Columbia,2/6/2022,Unknown,0–4,0
British Columbia,2/6/2022,Unknown,05–11,15
British Columbia,2/6/2022,Unknown,12–17,33
British Columbia,2/6/2022,Unknown,18–29,311
British Columbia,2/6/2022,Unknown,30–39,176
British Columbia,2/6/2022,Unknown,40–49,98
British Columbia,2/6/2022,Unknown,50–59,77
British Columbia,2/6/2022,Unknown,60–69,63
British Columbia,2/6/2022,Unknown,70–79,33
British Columbia,2/6/2022,Unknown,80+,12
British Columbia,2/6/2022,Unknown,All ages,818
British Columbia,2/6/2022,Unknown,Not reported,0
British Columbia,2/6/2022,Unknown,Unknown,0
British Columbia,2/6/2022,Not reported,0–4,0
British Columbia,2/6/2022,Not reported,05–11,0
British Columbia,2/6/2022,Not reported,12–17,0
British Columbia,2/6/2022,Not reported,18–29,0
British Columbia,2/6/2022,Not reported,30–39,0
British Columbia,2/6/2022,Not reported,40–49,0
British Columbia,2/6/2022,Not reported,50–59,0
British Columbia,2/6/2022,Not reported,60–69,0
British Columbia,2/6/2022,Not reported,70–79,0
British Columbia,2/6/2022,Not reported,80+,0
British Columbia,2/6/2022,Not reported,All ages,0
British Columbia,2/6/2022,Not reported,Not reported,0
British Columbia,2/6/2022,Not reported,Unknown,0
Yukon,2/6/2022,All sexes,0–4,0
Yukon,2/6/2022,All sexes,05–11,1963
Yukon,2/6/2022,All sexes,12–17,2275
Yukon,2/6/2022,All sexes,18–29,5781
Yukon,2/6/2022,All sexes,30–39,6962
Yukon,2/6/2022,All sexes,40–49,5450
Yukon,2/6/2022,All sexes,50–59,5146
Yukon,2/6/2022,All sexes,60–69,5184
Yukon,2/6/2022,All sexes,70–79,2673
Yukon,2/6/2022,All sexes,80+,855
Yukon,2/6/2022,All sexes,All ages,36386
Yukon,2/6/2022,All sexes,Not reported,0
Yukon,2/6/2022,All sexes,Unknown,97
Yukon,2/6/2022,f,0–4,0
Yukon,2/6/2022,f,05–11,945
Yukon,2/6/2022,f,12–17,1089
Yukon,2/6/2022,f,18–29,2889
Yukon,2/6/2022,f,30–39,3537
Yukon,2/6/2022,f,40–49,2783
Yukon,2/6/2022,f,50–59,2588
Yukon,2/6/2022,f,60–69,2541
Yukon,2/6/2022,f,70–79,1257
Yukon,2/6/2022,f,80+,434
Yukon,2/6/2022,f,All ages,18063
Yukon,2/6/2022,f,Not reported,0
Yukon,2/6/2022,f,Unknown,0
Yukon,2/6/2022,m,0–4,0
Yukon,2/6/2022,m,05–11,1018
Yukon,2/6/2022,m,12–17,1186
Yukon,2/6/2022,m,18–29,2892
Yukon,2/6/2022,m,30–39,3410
Yukon,2/6/2022,m,40–49,2659
Yukon,2/6/2022,m,50–59,2551
Yukon,2/6/2022,m,60–69,2637
Yukon,2/6/2022,m,70–79,1410
Yukon,2/6/2022,m,80+,421
Yukon,2/6/2022,m,All ages,18184
Yukon,2/6/2022,m,Not reported,0
Yukon,2/6/2022,m,Unknown,0
Yukon,2/6/2022,Other,0–4,0
Yukon,2/6/2022,Other,05–11,0
Yukon,2/6/2022,Other,12–17,0
Yukon,2/6/2022,Other,18–29,0
Yukon,2/6/2022,Other,30–39,0
Yukon,2/6/2022,Other,40–49,0
Yukon,2/6/2022,Other,50–59,0
Yukon,2/6/2022,Other,60–69,0
Yukon,2/6/2022,Other,70–79,0
Yukon,2/6/2022,Other,80+,0
Yukon,2/6/2022,Other,All ages,0
Yukon,2/6/2022,Other,Not reported,0
Yukon,2/6/2022,Other,Unknown,0
Yukon,2/6/2022,Unknown,0–4,0
Yukon,2/6/2022,Unknown,05–11,0
Yukon,2/6/2022,Unknown,12–17,0
Yukon,2/6/2022,Unknown,18–29,0
Yukon,2/6/2022,Unknown,30–39,15
Yukon,2/6/2022,Unknown,40–49,8
Yukon,2/6/2022,Unknown,50–59,7
Yukon,2/6/2022,Unknown,60–69,6
Yukon,2/6/2022,Unknown,70–79,6
Yukon,2/6/2022,Unknown,80+,0
Yukon,2/6/2022,Unknown,All ages,139
Yukon,2/6/2022,Unknown,Not reported,0
Yukon,2/6/2022,Unknown,Unknown,97
Yukon,2/6/2022,Not reported,0–4,0
Yukon,2/6/2022,Not reported,05–11,0
Yukon,2/6/2022,Not reported,12–17,0
Yukon,2/6/2022,Not reported,18–29,0
Yukon,2/6/2022,Not reported,30–39,0
Yukon,2/6/2022,Not reported,40–49,0
Yukon,2/6/2022,Not reported,50–59,0
Yukon,2/6/2022,Not reported,60–69,0
Yukon,2/6/2022,Not reported,70–79,0
Yukon,2/6/2022,Not reported,80+,0
Yukon,2/6/2022,Not reported,All ages,0
Yukon,2/6/2022,Not reported,Not reported,0
Yukon,2/6/2022,Not reported,Unknown,0
Northwest Territories,2/6/2022,All sexes,0–4,0
Northwest Territories,2/6/2022,All sexes,05–11,2424
Northwest Territories,2/6/2022,All sexes,12–17,2942
Northwest Territories,2/6/2022,All sexes,18–29,5872
Northwest Territories,2/6/2022,All sexes,30–39,6149
Northwest Territories,2/6/2022,All sexes,40–49,5307
Northwest Territories,2/6/2022,All sexes,50–59,5488
Northwest Territories,2/6/2022,All sexes,60–69,4093
Northwest Territories,2/6/2022,All sexes,70–79,1864
Northwest Territories,2/6/2022,All sexes,80+,617
Northwest Territories,2/6/2022,All sexes,All ages,34801
Northwest Territories,2/6/2022,All sexes,Not reported,0
Northwest Territories,2/6/2022,All sexes,Unknown,45
Northwest Territories,2/6/2022,f,0–4,0
Northwest Territories,2/6/2022,f,05–11,1189
Northwest Territories,2/6/2022,f,12–17,1448
Northwest Territories,2/6/2022,f,18–29,3020
Northwest Territories,2/6/2022,f,30–39,3270
Northwest Territories,2/6/2022,f,40–49,2768
Northwest Territories,2/6/2022,f,50–59,2691
Northwest Territories,2/6/2022,f,60–69,1940
Northwest Territories,2/6/2022,f,70–79,845
Northwest Territories,2/6/2022,f,80+,335
Northwest Territories,2/6/2022,f,All ages,17506
Northwest Territories,2/6/2022,f,Not reported,0
Northwest Territories,2/6/2022,f,Unknown,0
Northwest Territories,2/6/2022,m,0–4,0
Northwest Territories,2/6/2022,m,05–11,1235
Northwest Territories,2/6/2022,m,12–17,1484
Northwest Territories,2/6/2022,m,18–29,2852
Northwest Territories,2/6/2022,m,30–39,2879
Northwest Territories,2/6/2022,m,40–49,2534
Northwest Territories,2/6/2022,m,50–59,2797
Northwest Territories,2/6/2022,m,60–69,2147
Northwest Territories,2/6/2022,m,70–79,1005
Northwest Territories,2/6/2022,m,80+,276
Northwest Territories,2/6/2022,m,All ages,17209
Northwest Territories,2/6/2022,m,Not reported,0
Northwest Territories,2/6/2022,m,Unknown,0
Northwest Territories,2/6/2022,Other,0–4,0
Northwest Territories,2/6/2022,Other,05–11,0
Northwest Territories,2/6/2022,Other,12–17,0
Northwest Territories,2/6/2022,Other,18–29,0
Northwest Territories,2/6/2022,Other,30–39,0
Northwest Territories,2/6/2022,Other,40–49,0
Northwest Territories,2/6/2022,Other,50–59,0
Northwest Territories,2/6/2022,Other,60–69,0
Northwest Territories,2/6/2022,Other,70–79,0
Northwest Territories,2/6/2022,Other,80+,0
Northwest Territories,2/6/2022,Other,All ages,0
Northwest Territories,2/6/2022,Other,Not reported,0
Northwest Territories,2/6/2022,Other,Unknown,0
Northwest Territories,2/6/2022,Unknown,0–4,0
Northwest Territories,2/6/2022,Unknown,05–11,0
Northwest Territories,2/6/2022,Unknown,12–17,10
Northwest Territories,2/6/2022,Unknown,18–29,0
Northwest Territories,2/6/2022,Unknown,30–39,0
Northwest Territories,2/6/2022,Unknown,40–49,5
Northwest Territories,2/6/2022,Unknown,50–59,0
Northwest Territories,2/6/2022,Unknown,60–69,6
Northwest Territories,2/6/2022,Unknown,70–79,14
Northwest Territories,2/6/2022,Unknown,80+,6
Northwest Territories,2/6/2022,Unknown,All ages,86
Northwest Territories,2/6/2022,Unknown,Not reported,0
Northwest Territories,2/6/2022,Unknown,Unknown,45
Northwest Territories,2/6/2022,Not reported,0–4,0
Northwest Territories,2/6/2022,Not reported,05–11,0
Northwest Territories,2/6/2022,Not reported,12–17,0
Northwest Territories,2/6/2022,Not reported,18–29,0
Northwest Territories,2/6/2022,Not reported,30–39,0
Northwest Territories,2/6/2022,Not reported,40–49,0
Northwest Territories,2/6/2022,Not reported,50–59,0
Northwest Territories,2/6/2022,Not reported,60–69,0
Northwest Territories,2/6/2022,Not reported,70–79,0
Northwest Territories,2/6/2022,Not reported,80+,0
Northwest Territories,2/6/2022,Not reported,All ages,0
Northwest Territories,2/6/2022,Not reported,Not reported,0
Northwest Territories,2/6/2022,Not reported,Unknown,0
Nunavut,2/6/2022,All sexes,0–4,0
Nunavut,2/6/2022,All sexes,05–11,3536
Nunavut,2/6/2022,All sexes,12–17,3781
Nunavut,2/6/2022,All sexes,18–29,7197
Nunavut,2/6/2022,All sexes,30–39,5761
Nunavut,2/6/2022,All sexes,40–49,4398
Nunavut,2/6/2022,All sexes,50–59,4205
Nunavut,2/6/2022,All sexes,60–69,2191
Nunavut,2/6/2022,All sexes,70–79,704
Nunavut,2/6/2022,All sexes,80+,169
Nunavut,2/6/2022,All sexes,All ages,32035
Nunavut,2/6/2022,All sexes,Not reported,0
Nunavut,2/6/2022,All sexes,Unknown,93
Nunavut,2/6/2022,f,0–4,0
Nunavut,2/6/2022,f,05–11,1763
Nunavut,2/6/2022,f,12–17,1941
Nunavut,2/6/2022,f,18–29,3632
Nunavut,2/6/2022,f,30–39,2850
Nunavut,2/6/2022,f,40–49,2010
Nunavut,2/6/2022,f,50–59,1920
Nunavut,2/6/2022,f,60–69,970
Nunavut,2/6/2022,f,70–79,337
Nunavut,2/6/2022,f,80+,92
Nunavut,2/6/2022,f,All ages,15515
Nunavut,2/6/2022,f,Not reported,0
Nunavut,2/6/2022,f,Unknown,0
Nunavut,2/6/2022,m,0–4,0
Nunavut,2/6/2022,m,05–11,1773
Nunavut,2/6/2022,m,12–17,1824
Nunavut,2/6/2022,m,18–29,3558
Nunavut,2/6/2022,m,30–39,2911
Nunavut,2/6/2022,m,40–49,2388
Nunavut,2/6/2022,m,50–59,2278
Nunavut,2/6/2022,m,60–69,1216
Nunavut,2/6/2022,m,70–79,367
Nunavut,2/6/2022,m,80+,77
Nunavut,2/6/2022,m,All ages,16392
Nunavut,2/6/2022,m,Not reported,0
Nunavut,2/6/2022,m,Unknown,0
Nunavut,2/6/2022,Other,0–4,0
Nunavut,2/6/2022,Other,05–11,0
Nunavut,2/6/2022,Other,12–17,0
Nunavut,2/6/2022,Other,18–29,0
Nunavut,2/6/2022,Other,30–39,0
Nunavut,2/6/2022,Other,40–49,0
Nunavut,2/6/2022,Other,50–59,0
Nunavut,2/6/2022,Other,60–69,0
Nunavut,2/6/2022,Other,70–79,0
Nunavut,2/6/2022,Other,80+,0
Nunavut,2/6/2022,Other,All ages,0
Nunavut,2/6/2022,Other,Not reported,0
Nunavut,2/6/2022,Other,Unknown,0
Nunavut,2/6/2022,Unknown,0–4,0
Nunavut,2/6/2022,Unknown,05–11,0
Nunavut,2/6/2022,Unknown,12–17,16
Nunavut,2/6/2022,Unknown,18–29,7
Nunavut,2/6/2022,Unknown,30–39,0
Nunavut,2/6/2022,Unknown,40–49,0
Nunavut,2/6/2022,Unknown,50–59,7
Nunavut,2/6/2022,Unknown,60–69,5
Nunavut,2/6/2022,Unknown,70–79,0
Nunavut,2/6/2022,Unknown,80+,0
Nunavut,2/6/2022,Unknown,All ages,128
Nunavut,2/6/2022,Unknown,Not reported,0
Nunavut,2/6/2022,Unknown,Unknown,93
Nunavut,2/6/2022,Not reported,0–4,0
Nunavut,2/6/2022,Not reported,05–11,0
Nunavut,2/6/2022,Not reported,12–17,0
Nunavut,2/6/2022,Not reported,18–29,0
Nunavut,2/6/2022,Not reported,30–39,0
Nunavut,2/6/2022,Not reported,40–49,0
Nunavut,2/6/2022,Not reported,50–59,0
Nunavut,2/6/2022,Not reported,60–69,0
Nunavut,2/6/2022,Not reported,70–79,0
Nunavut,2/6/2022,Not reported,80+,0
Nunavut,2/6/2022,Not reported,All ages,0
Nunavut,2/6/2022,Not reported,Not reported,0
Nunavut,2/6/2022,Not reported,Unknown,0
Canada,2/13/2022,All sexes,0–4,219
Canada,2/13/2022,All sexes,05–11,1613416
Canada,2/13/2022,All sexes,12–17,2168337
Canada,2/13/2022,All sexes,18–29,5304195
Canada,2/13/2022,All sexes,30–39,4752737
Canada,2/13/2022,All sexes,40–49,4432095
Canada,2/13/2022,All sexes,50–59,4664379
Canada,2/13/2022,All sexes,60–69,4588642
Canada,2/13/2022,All sexes,70–79,3050482
Canada,2/13/2022,All sexes,80+,1693127
Canada,2/13/2022,All sexes,All ages,32272793
Canada,2/13/2022,All sexes,Not reported,0
Canada,2/13/2022,All sexes,Unknown,5164
Canada,2/13/2022,f,0–4,109
Canada,2/13/2022,f,05–11,788221
Canada,2/13/2022,f,12–17,1063019
Canada,2/13/2022,f,18–29,2606299
Canada,2/13/2022,f,30–39,2386732
Canada,2/13/2022,f,40–49,2250803
Canada,2/13/2022,f,50–59,2367531
Canada,2/13/2022,f,60–69,2356207
Canada,2/13/2022,f,70–79,1602896
Canada,2/13/2022,f,80+,997262
Canada,2/13/2022,f,All ages,16420896
Canada,2/13/2022,f,Not reported,0
Canada,2/13/2022,f,Unknown,1817
Canada,2/13/2022,m,0–4,110
Canada,2/13/2022,m,05–11,823925
Canada,2/13/2022,m,12–17,1103053
Canada,2/13/2022,m,18–29,2687395
Canada,2/13/2022,m,30–39,2359902
Canada,2/13/2022,m,40–49,2177405
Canada,2/13/2022,m,50–59,2293422
Canada,2/13/2022,m,60–69,2229790
Canada,2/13/2022,m,70–79,1446016
Canada,2/13/2022,m,80+,693144
Canada,2/13/2022,m,All ages,15816060
Canada,2/13/2022,m,Not reported,0
Canada,2/13/2022,m,Unknown,1898
Canada,2/13/2022,Other,0–4,0
Canada,2/13/2022,Other,05–11,142
Canada,2/13/2022,Other,12–17,879
Canada,2/13/2022,Other,18–29,2801
Canada,2/13/2022,Other,30–39,1239
Canada,2/13/2022,Other,40–49,491
Canada,2/13/2022,Other,50–59,331
Canada,2/13/2022,Other,60–69,253
Canada,2/13/2022,Other,70–79,182
Canada,2/13/2022,Other,80+,141
Canada,2/13/2022,Other,All ages,6463
Canada,2/13/2022,Other,Not reported,0
Canada,2/13/2022,Other,Unknown,4
Canada,2/13/2022,Unknown,0–4,0
Canada,2/13/2022,Unknown,05–11,1128
Canada,2/13/2022,Unknown,12–17,1386
Canada,2/13/2022,Unknown,18–29,7700
Canada,2/13/2022,Unknown,30–39,4864
Canada,2/13/2022,Unknown,40–49,3396
Canada,2/13/2022,Unknown,50–59,3095
Canada,2/13/2022,Unknown,60–69,2392
Canada,2/13/2022,Unknown,70–79,1388
Canada,2/13/2022,Unknown,80+,2580
Canada,2/13/2022,Unknown,All ages,29374
Canada,2/13/2022,Unknown,Not reported,0
Canada,2/13/2022,Unknown,Unknown,1445
Canada,2/13/2022,Not reported,0–4,0
Canada,2/13/2022,Not reported,05–11,0
Canada,2/13/2022,Not reported,12–17,0
Canada,2/13/2022,Not reported,18–29,0
Canada,2/13/2022,Not reported,30–39,0
Canada,2/13/2022,Not reported,40–49,0
Canada,2/13/2022,Not reported,50–59,0
Canada,2/13/2022,Not reported,60–69,0
Canada,2/13/2022,Not reported,70–79,0
Canada,2/13/2022,Not reported,80+,0
Canada,2/13/2022,Not reported,All ages,0
Canada,2/13/2022,Not reported,Not reported,0
Canada,2/13/2022,Not reported,Unknown,0
Newfoundland and Labrador,2/13/2022,All sexes,0–4,0
Newfoundland and Labrador,2/13/2022,All sexes,05–11,28332
Newfoundland and Labrador,2/13/2022,All sexes,12–17,31497
Newfoundland and Labrador,2/13/2022,All sexes,18–29,65328
Newfoundland and Labrador,2/13/2022,All sexes,30–39,59478
Newfoundland and Labrador,2/13/2022,All sexes,40–49,65853
Newfoundland and Labrador,2/13/2022,All sexes,50–59,80839
Newfoundland and Labrador,2/13/2022,All sexes,60–69,82497
Newfoundland and Labrador,2/13/2022,All sexes,70–79,58098
Newfoundland and Labrador,2/13/2022,All sexes,80+,24903
Newfoundland and Labrador,2/13/2022,All sexes,All ages,496844
Newfoundland and Labrador,2/13/2022,All sexes,Not reported,0
Newfoundland and Labrador,2/13/2022,All sexes,Unknown,19
Newfoundland and Labrador,2/13/2022,f,0–4,0
Newfoundland and Labrador,2/13/2022,f,05–11,13871
Newfoundland and Labrador,2/13/2022,f,12–17,15241
Newfoundland and Labrador,2/13/2022,f,18–29,32000
Newfoundland and Labrador,2/13/2022,f,30–39,30246
Newfoundland and Labrador,2/13/2022,f,40–49,33671
Newfoundland and Labrador,2/13/2022,f,50–59,41193
Newfoundland and Labrador,2/13/2022,f,60–69,42103
Newfoundland and Labrador,2/13/2022,f,70–79,30116
Newfoundland and Labrador,2/13/2022,f,80+,14358
Newfoundland and Labrador,2/13/2022,f,All ages,252808
Newfoundland and Labrador,2/13/2022,f,Not reported,0
Newfoundland and Labrador,2/13/2022,f,Unknown,9
Newfoundland and Labrador,2/13/2022,m,0–4,0
Newfoundland and Labrador,2/13/2022,m,05–11,14365
Newfoundland and Labrador,2/13/2022,m,12–17,16127
Newfoundland and Labrador,2/13/2022,m,18–29,32966
Newfoundland and Labrador,2/13/2022,m,30–39,29061
Newfoundland and Labrador,2/13/2022,m,40–49,32061
Newfoundland and Labrador,2/13/2022,m,50–59,39514
Newfoundland and Labrador,2/13/2022,m,60–69,40263
Newfoundland and Labrador,2/13/2022,m,70–79,27925
Newfoundland and Labrador,2/13/2022,m,80+,10482
Newfoundland and Labrador,2/13/2022,m,All ages,242773
Newfoundland and Labrador,2/13/2022,m,Not reported,0
Newfoundland and Labrador,2/13/2022,m,Unknown,9
Newfoundland and Labrador,2/13/2022,Other,0–4,0
Newfoundland and Labrador,2/13/2022,Other,05–11,0
Newfoundland and Labrador,2/13/2022,Other,12–17,0
Newfoundland and Labrador,2/13/2022,Other,18–29,0
Newfoundland and Labrador,2/13/2022,Other,30–39,0
Newfoundland and Labrador,2/13/2022,Other,40–49,0
Newfoundland and Labrador,2/13/2022,Other,50–59,0
Newfoundland and Labrador,2/13/2022,Other,60–69,0
Newfoundland and Labrador,2/13/2022,Other,70–79,0
Newfoundland and Labrador,2/13/2022,Other,80+,0
Newfoundland and Labrador,2/13/2022,Other,All ages,0
Newfoundland and Labrador,2/13/2022,Other,Not reported,0
Newfoundland and Labrador,2/13/2022,Other,Unknown,0
Newfoundland and Labrador,2/13/2022,Unknown,0–4,0
Newfoundland and Labrador,2/13/2022,Unknown,05–11,96
Newfoundland and Labrador,2/13/2022,Unknown,12–17,129
Newfoundland and Labrador,2/13/2022,Unknown,18–29,362
Newfoundland and Labrador,2/13/2022,Unknown,30–39,171
Newfoundland and Labrador,2/13/2022,Unknown,40–49,121
Newfoundland and Labrador,2/13/2022,Unknown,50–59,132
Newfoundland and Labrador,2/13/2022,Unknown,60–69,131
Newfoundland and Labrador,2/13/2022,Unknown,70–79,57
Newfoundland and Labrador,2/13/2022,Unknown,80+,63
Newfoundland and Labrador,2/13/2022,Unknown,All ages,1263
Newfoundland and Labrador,2/13/2022,Unknown,Not reported,0
Newfoundland and Labrador,2/13/2022,Unknown,Unknown,1
Newfoundland and Labrador,2/13/2022,Not reported,0–4,0
Newfoundland and Labrador,2/13/2022,Not reported,05–11,0
Newfoundland and Labrador,2/13/2022,Not reported,12–17,0
Newfoundland and Labrador,2/13/2022,Not reported,18–29,0
Newfoundland and Labrador,2/13/2022,Not reported,30–39,0
Newfoundland and Labrador,2/13/2022,Not reported,40–49,0
Newfoundland and Labrador,2/13/2022,Not reported,50–59,0
Newfoundland and Labrador,2/13/2022,Not reported,60–69,0
Newfoundland and Labrador,2/13/2022,Not reported,70–79,0
Newfoundland and Labrador,2/13/2022,Not reported,80+,0
Newfoundland and Labrador,2/13/2022,Not reported,All ages,0
Newfoundland and Labrador,2/13/2022,Not reported,Not reported,0
Newfoundland and Labrador,2/13/2022,Not reported,Unknown,0
Prince Edward Island,2/13/2022,All sexes,0–4,0
Prince Edward Island,2/13/2022,All sexes,05–11,8089
Prince Edward Island,2/13/2022,All sexes,12–17,9852
Prince Edward Island,2/13/2022,All sexes,18–29,25403
Prince Edward Island,2/13/2022,All sexes,30–39,18849
Prince Edward Island,2/13/2022,All sexes,40–49,19015
Prince Edward Island,2/13/2022,All sexes,50–59,21665
Prince Edward Island,2/13/2022,All sexes,60–69,22383
Prince Edward Island,2/13/2022,All sexes,70–79,15654
Prince Edward Island,2/13/2022,All sexes,80+,8022
Prince Edward Island,2/13/2022,All sexes,All ages,149127
Prince Edward Island,2/13/2022,All sexes,Not reported,0
Prince Edward Island,2/13/2022,All sexes,Unknown,195
Prince Edward Island,2/13/2022,f,0–4,0
Prince Edward Island,2/13/2022,f,05–11,3933
Prince Edward Island,2/13/2022,f,12–17,4921
Prince Edward Island,2/13/2022,f,18–29,12214
Prince Edward Island,2/13/2022,f,30–39,9583
Prince Edward Island,2/13/2022,f,40–49,9817
Prince Edward Island,2/13/2022,f,50–59,11118
Prince Edward Island,2/13/2022,f,60–69,11613
Prince Edward Island,2/13/2022,f,70–79,8142
Prince Edward Island,2/13/2022,f,80+,4781
Prince Edward Island,2/13/2022,f,All ages,76122
Prince Edward Island,2/13/2022,f,Not reported,0
Prince Edward Island,2/13/2022,f,Unknown,0
Prince Edward Island,2/13/2022,m,0–4,0
Prince Edward Island,2/13/2022,m,05–11,4156
Prince Edward Island,2/13/2022,m,12–17,4907
Prince Edward Island,2/13/2022,m,18–29,12681
Prince Edward Island,2/13/2022,m,30–39,9154
Prince Edward Island,2/13/2022,m,40–49,9119
Prince Edward Island,2/13/2022,m,50–59,10478
Prince Edward Island,2/13/2022,m,60–69,10686
Prince Edward Island,2/13/2022,m,70–79,7468
Prince Edward Island,2/13/2022,m,80+,3234
Prince Edward Island,2/13/2022,m,All ages,71883
Prince Edward Island,2/13/2022,m,Not reported,0
Prince Edward Island,2/13/2022,m,Unknown,0
Prince Edward Island,2/13/2022,Other,0–4,0
Prince Edward Island,2/13/2022,Other,05–11,0
Prince Edward Island,2/13/2022,Other,12–17,0
Prince Edward Island,2/13/2022,Other,18–29,0
Prince Edward Island,2/13/2022,Other,30–39,0
Prince Edward Island,2/13/2022,Other,40–49,0
Prince Edward Island,2/13/2022,Other,50–59,0
Prince Edward Island,2/13/2022,Other,60–69,0
Prince Edward Island,2/13/2022,Other,70–79,0
Prince Edward Island,2/13/2022,Other,80+,0
Prince Edward Island,2/13/2022,Other,All ages,0
Prince Edward Island,2/13/2022,Other,Not reported,0
Prince Edward Island,2/13/2022,Other,Unknown,0
Prince Edward Island,2/13/2022,Unknown,0–4,0
Prince Edward Island,2/13/2022,Unknown,05–11,0
Prince Edward Island,2/13/2022,Unknown,12–17,24
Prince Edward Island,2/13/2022,Unknown,18–29,508
Prince Edward Island,2/13/2022,Unknown,30–39,112
Prince Edward Island,2/13/2022,Unknown,40–49,79
Prince Edward Island,2/13/2022,Unknown,50–59,69
Prince Edward Island,2/13/2022,Unknown,60–69,84
Prince Edward Island,2/13/2022,Unknown,70–79,44
Prince Edward Island,2/13/2022,Unknown,80+,7
Prince Edward Island,2/13/2022,Unknown,All ages,1122
Prince Edward Island,2/13/2022,Unknown,Not reported,0
Prince Edward Island,2/13/2022,Unknown,Unknown,195
Prince Edward Island,2/13/2022,Not reported,0–4,0
Prince Edward Island,2/13/2022,Not reported,05–11,0
Prince Edward Island,2/13/2022,Not reported,12–17,0
Prince Edward Island,2/13/2022,Not reported,18–29,0
Prince Edward Island,2/13/2022,Not reported,30–39,0
Prince Edward Island,2/13/2022,Not reported,40–49,0
Prince Edward Island,2/13/2022,Not reported,50–59,0
Prince Edward Island,2/13/2022,Not reported,60–69,0
Prince Edward Island,2/13/2022,Not reported,70–79,0
Prince Edward Island,2/13/2022,Not reported,80+,0
Prince Edward Island,2/13/2022,Not reported,All ages,0
Prince Edward Island,2/13/2022,Not reported,Not reported,0
Prince Edward Island,2/13/2022,Not reported,Unknown,0
Nova Scotia,2/13/2022,All sexes,0–4,6
Nova Scotia,2/13/2022,All sexes,05–11,44802
Nova Scotia,2/13/2022,All sexes,12–17,53883
Nova Scotia,2/13/2022,All sexes,18–29,135097
Nova Scotia,2/13/2022,All sexes,30–39,115861
Nova Scotia,2/13/2022,All sexes,40–49,112571
Nova Scotia,2/13/2022,All sexes,50–59,134694
Nova Scotia,2/13/2022,All sexes,60–69,143610
Nova Scotia,2/13/2022,All sexes,70–79,99572
