Province,Entry_Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,hospitalizations per day,Mortality rate,Daily mortality rate
New Brunswick,6/20/2022,67241,0,422,0,25,0,0.628,0
Ontario,6/20/2022,1324678,628,13381,3,472,22,1.01,0.478
Ontario,6/21/2022,1325557,879,13384,3,503,31,1.01,0.341
Saskatchewan,6/21/2022,138132,0,1423,0,165,0,1.03,0
Alberta,6/21/2022,587644,179,4604,0,719,0,0.783,0
Yukon,6/21/2022,4916,3,26,0,0,0,0.529,0
Manitoba,6/21/2022,145326,0,2025,0,579,0,1.393,0
Quebec,6/21/2022,1077678,1089,14885,8,1041,12,1.381,0.735
Newfoundland and Labrador,6/21/2022,47377,64,190,0,5,0,0.401,0
Prince Edward Island,6/21/2022,39732,0,45,0,11,0,0.113,0
Nova Scotia,6/21/2022,47123,0,438,0,25,0,0.929,0
British Columbia,6/21/2022,373993,105,3722,0,276,0,0.995,0
New Brunswick,6/21/2022,67241,0,422,0,25,0,0.628,0
Quebec,6/22/2022,1078848,1170,14890,5,1084,43,1.38,0.427
Newfoundland and Labrador,6/22/2022,47465,88,192,2,5,0,0.405,2.273
Yukon,6/22/2022,4920,4,26,0,0,0,0.528,0
Nova Scotia,6/22/2022,47123,0,438,0,25,0,0.929,0
Prince Edward Island,6/22/2022,39732,0,45,0,11,0,0.113,0
New Brunswick,6/22/2022,67241,0,422,0,25,0,0.628,0
British Columbia,6/22/2022,374101,108,3722,0,276,0,0.995,0
Saskatchewan,6/22/2022,138132,0,1423,0,165,0,1.03,0
Manitoba,6/22/2022,145326,0,2025,0,579,0,1.393,0
New Brunswick,6/23/2022,67241,0,422,0,25,0,0.628,0
Yukon,6/23/2022,4925,5,26,0,0,0,0.528,0
Alberta,6/23/2022,587924,127,4604,0,661,0,0.783,0
Ontario,6/23/2022,1327426,924,13392,4,486,6,1.009,0.433
Prince Edward Island,6/23/2022,39732,0,45,0,11,0,0.113,0
Manitoba,6/23/2022,145326,0,2025,0,579,0,1.393,0
Newfoundland and Labrador,6/23/2022,47576,111,192,0,5,0,0.404,0
Nova Scotia,6/23/2022,47123,0,438,0,25,0,0.929,0
Prince Edward Island,6/24/2022,39732,0,45,0,11,0,0.113,0
British Columbia,6/24/2022,374284,83,3722,0,273,0,0.994,0
Ontario,6/24/2022,1328353,927,13394,2,489,3,1.008,0.216
Newfoundland and Labrador,6/24/2022,47613,37,192,0,5,0,0.403,0
Nova Scotia,6/24/2022,47123,0,438,0,25,0,0.929,0
Saskatchewan,6/24/2022,138132,0,1423,0,157,0,1.03,0
Quebec,6/24/2022,1081301,1104,14900,4,1116,36,1.378,0.362
Yukon,6/24/2022,4931,6,26,0,0,0,0.527,0
New Brunswick,6/24/2022,67241,0,422,0,25,0,0.628,0
Manitoba,6/24/2022,145326,0,2025,0,579,0,1.393,0
Alberta,6/24/2022,588056,132,4604,0,661,0,0.783,0
Yukon,6/25/2022,4935,4,26,0,0,0,0.527,0
Prince Edward Island,6/25/2022,40460,728,45,0,11,0,0.111,0
Alberta,6/25/2022,588177,121,4604,0,661,0,0.783,0
Manitoba,6/25/2022,145498,172,2043,18,579,0,1.404,10.465
Ontario,6/25/2022,1329040,687,13404,10,509,20,1.009,1.456
British Columbia,6/25/2022,374358,74,3747,25,273,0,1.001,33.784
Nova Scotia,6/25/2022,47123,0,438,0,25,0,0.929,0
Newfoundland and Labrador,6/25/2022,47675,62,192,0,5,0,0.403,0
Saskatchewan,6/25/2022,138340,208,1426,3,157,0,1.031,1.442
Newfoundland and Labrador,6/26/2022,47716,41,192,0,5,0,0.402,0
Yukon,6/26/2022,4941,6,26,0,0,0,0.526,0
Quebec,6/26/2022,1083043,825,14906,1,1113,0,1.376,0.121
Alberta,6/26/2022,588269,92,4604,0,661,0,0.783,0
British Columbia,6/26/2022,374446,88,3747,0,273,0,1.001,0
Prince Edward Island,6/26/2022,40460,0,45,0,11,0,0.111,0
Saskatchewan,6/26/2022,138340,0,1426,0,157,0,1.031,0
New Brunswick,6/26/2022,67725,0,425,0,15,0,0.628,0
Nova Scotia,6/26/2022,47123,0,438,0,25,0,0.929,0
Manitoba,6/26/2022,145498,0,2043,0,579,0,1.404,0
Prince Edward Island,6/27/2022,40460,0,45,0,11,0,0.111,0
British Columbia,6/27/2022,374552,106,3747,0,273,0,1,0
Yukon,6/27/2022,4948,7,26,0,0,0,0.525,0
Saskatchewan,6/27/2022,138340,0,1426,0,157,0,1.031,0
Newfoundland and Labrador,6/27/2022,47727,11,192,0,5,0,0.402,0
New Brunswick,6/27/2022,67725,0,425,0,15,0,0.628,0
Quebec,6/27/2022,1083906,863,14916,10,1113,0,1.376,1.159
Nova Scotia,6/27/2022,47123,0,442,4,25,0,0.938,0
Manitoba,6/27/2022,145498,0,2043,0,579,0,1.404,0
Alberta,6/27/2022,588397,128,4621,17,661,0,0.785,13.281
Ontario,6/27/2022,1330479,924,13417,6,521,22,1.008,0.649
New Brunswick,6/28/2022,67725,0,425,0,15,0,0.628,0
Alberta,6/28/2022,588563,166,4621,0,661,0,0.785,0
Quebec,6/28/2022,1085537,1631,14918,2,1226,113,1.374,0.123
Newfoundland and Labrador,6/28/2022,47753,26,192,0,5,0,0.402,0
Yukon,6/28/2022,4956,8,26,0,0,0,0.525,0
Ontario,6/28/2022,1331720,1241,13422,5,556,35,1.008,0.403
Manitoba,6/28/2022,145498,0,2043,0,579,0,1.404,0
British Columbia,6/28/2022,374669,117,3747,0,273,0,1,0
Nova Scotia,6/28/2022,47123,0,442,0,25,0,0.938,0
Saskatchewan,6/28/2022,138340,0,1426,0,157,0,1.031,0
Prince Edward Island,6/28/2022,40460,0,45,0,11,0,0.111,0
Saskatchewan,6/29/2022,138340,0,1426,0,157,0,1.031,0
Prince Edward Island,6/29/2022,40460,0,45,0,11,0,0.111,0
Manitoba,6/29/2022,145498,0,2043,0,579,0,1.404,0
British Columbia,6/29/2022,374776,107,3747,0,273,0,1,0
Quebec,6/29/2022,1087302,1765,14928,10,1260,34,1.373,0.567
Nova Scotia,6/29/2022,47123,0,442,0,25,0,0.938,0
Newfoundland and Labrador,6/29/2022,47877,124,194,2,5,0,0.405,1.613
Yukon,6/29/2022,4961,5,26,0,0,0,0.524,0
New Brunswick,6/29/2022,67725,0,425,0,15,0,0.628,0
Yukon,6/30/2022,4965,4,26,0,0,0,0.524,0
Quebec,6/30/2022,1089017,1715,14931,3,1294,34,1.371,0.175
New Brunswick,6/30/2022,67725,0,425,0,15,0,0.628,0
Prince Edward Island,6/30/2022,40460,0,45,0,11,0,0.111,0
Ontario,6/30/2022,1334057,1307,13428,4,589,47,1.007,0.306
Nova Scotia,6/30/2022,47123,0,442,0,25,0,0.938,0
British Columbia,6/30/2022,374886,110,3747,0,273,0,1,0
Manitoba,6/30/2022,145498,0,2043,0,579,0,1.404,0
Alberta,6/30/2022,588934,197,4621,0,589,0,0.785,0
Newfoundland and Labrador,6/30/2022,47937,60,194,0,5,0,0.405,0
New Brunswick,7/1/2022,67725,0,425,0,15,0,0.628,0
Quebec,7/1/2022,1090666,1649,14938,7,1313,19,1.37,0.424
Alberta,7/1/2022,589090,156,4621,0,589,0,0.784,0
Prince Edward Island,7/1/2022,40460,0,45,0,11,0,0.111,0
Saskatchewan,7/1/2022,138340,0,1426,0,119,0,1.031,0
Yukon,7/1/2022,4970,5,26,0,0,0,0.523,0
Manitoba,7/1/2022,145498,0,2043,0,579,0,1.404,0
Newfoundland and Labrador,7/1/2022,48008,71,194,0,5,0,0.404,0
British Columbia,7/1/2022,375022,136,3747,0,273,0,0.999,0
Nova Scotia,7/1/2022,47344,221,442,0,25,0,0.934,0
Saskatchewan,7/2/2022,138340,0,1426,0,119,0,1.031,0
Newfoundland and Labrador,7/2/2022,48087,79,194,0,5,0,0.403,0
Manitoba,7/2/2022,145623,125,2047,4,579,0,1.406,3.2
British Columbia,7/2/2022,375125,103,3788,41,273,0,1.01,39.806
Alberta,7/2/2022,589215,125,4621,0,589,0,0.784,0
Nova Scotia,7/2/2022,47605,261,442,0,25,0,0.928,0
Prince Edward Island,7/2/2022,41417,957,45,0,11,0,0.109,0
Yukon,7/2/2022,4973,3,26,0,0,0,0.523,0
New Brunswick,7/2/2022,68493,768,429,4,19,4,0.626,0.521
Ontario,7/2/2022,1335682,749,13437,3,617,62,1.006,0.401
Quebec,7/3/2022,1092999,1141,14953,11,1294,0,1.368,0.964
Yukon,7/3/2022,4981,8,26,0,0,0,0.522,0
Nova Scotia,7/3/2022,47852,247,442,0,25,0,0.924,0
Manitoba,7/3/2022,145623,0,2047,0,579,0,1.406,0
New Brunswick,7/3/2022,68493,0,429,0,19,0,0.626,0
Newfoundland and Labrador,7/3/2022,48105,18,194,0,5,0,0.403,0
Prince Edward Island,7/3/2022,41417,0,45,0,11,0,0.109,0
Saskatchewan,7/3/2022,138340,0,1426,0,119,0,1.031,0
Alberta,7/3/2022,589329,114,4621,0,589,0,0.784,0
British Columbia,7/3/2022,375238,113,3788,0,273,0,1.009,0
British Columbia,7/4/2022,375393,155,3788,0,273,0,1.009,0
Yukon,7/4/2022,4985,4,26,0,0,0,0.522,0
Manitoba,7/4/2022,145623,0,2047,0,579,0,1.406,0
Alberta,7/4/2022,589509,180,4636,15,589,0,0.786,8.333
Ontario,7/4/2022,1337677,1179,13453,3,652,41,1.006,0.254
Prince Edward Island,7/4/2022,41417,0,45,0,11,0,0.109,0
New Brunswick,7/4/2022,68493,0,429,0,19,0,0.626,0
Quebec,7/4/2022,1094136,1137,14959,6,1294,0,1.367,0.528
Nova Scotia,7/4/2022,48358,506,451,9,31,6,0.933,1.779
Saskatchewan,7/4/2022,138340,0,1426,0,119,0,1.031,0
Newfoundland and Labrador,7/4/2022,48126,21,194,0,5,0,0.403,0
British Columbia,7/5/2022,375545,152,3788,0,273,0,1.009,0
Quebec,7/5/2022,1096197,2061,14963,4,1441,147,1.365,0.194
Nova Scotia,7/5/2022,48683,325,451,0,31,0,0.926,0
New Brunswick,7/5/2022,68493,0,429,0,19,0,0.626,0
Saskatchewan,7/5/2022,138340,0,1426,0,119,0,1.031,0
Manitoba,7/5/2022,145623,0,2047,0,579,0,1.406,0
Ontario,7/5/2022,1339095,1418,13457,4,703,51,1.005,0.282
Yukon,7/5/2022,4986,1,26,0,0,0,0.521,0
Alberta,7/5/2022,589756,247,4636,0,589,0,0.786,0
Newfoundland and Labrador,7/5/2022,48180,54,194,0,5,0,0.403,0
New Brunswick,7/6/2022,68493,0,429,0,19,0,0.626,0
Yukon,7/6/2022,4994,8,26,0,0,0,0.521,0
Manitoba,7/6/2022,145623,0,2047,0,579,0,1.406,0
Newfoundland and Labrador,7/6/2022,48281,101,194,0,5,0,0.402,0
British Columbia,7/6/2022,375689,144,3788,0,273,0,1.008,0
Prince Edward Island,7/6/2022,41417,0,45,0,10,0,0.109,0
Quebec,7/6/2022,1098093,1896,14975,12,1497,56,1.364,0.633
Nova Scotia,7/6/2022,48941,258,451,0,31,0,0.922,0
Saskatchewan,7/6/2022,138340,0,1426,0,119,0,1.031,0
Quebec,7/7/2022,1100106,2013,14984,9,1534,37,1.362,0.447
Yukon,7/7/2022,4994,0,26,0,0,0,0.521,0
New Brunswick,7/7/2022,68493,0,429,0,19,0,0.626,0
Nova Scotia,7/7/2022,49164,223,451,0,31,0,0.917,0
Manitoba,7/7/2022,145623,0,2047,0,579,0,1.406,0
Ontario,7/7/2022,1342262,1538,13465,6,740,42,1.003,0.39
Prince Edward Island,7/7/2022,41417,0,45,0,10,0,0.109,0
British Columbia,7/7/2022,375841,152,3788,0,369,96,1.008,0
Saskatchewan,7/7/2022,138340,0,1426,0,119,0,1.031,0
Newfoundland and Labrador,7/7/2022,48359,78,194,0,5,0,0.401,0
Alberta,7/7/2022,590174,230,4636,0,568,0,0.786,0
Nova Scotia,7/8/2022,49393,229,451,0,31,0,0.913,0
Alberta,7/8/2022,590364,190,4636,0,568,0,0.785,0
Quebec,7/8/2022,1101894,1788,14991,7,1549,15,1.36,0.391
British Columbia,7/8/2022,375978,137,3788,0,369,0,1.008,0
New Brunswick,7/8/2022,68493,0,429,0,19,0,0.626,0
Newfoundland and Labrador,7/8/2022,48430,71,194,0,5,0,0.401,0
Manitoba,7/8/2022,145623,0,2047,0,579,0,1.406,0
Saskatchewan,7/8/2022,138340,0,1426,0,119,0,1.031,0
Prince Edward Island,7/8/2022,41417,0,45,0,10,0,0.109,0
Ontario,7/8/2022,1343480,1218,13475,10,784,44,1.003,0.821
Yukon,7/8/2022,5001,7,26,0,0,0,0.52,0
Quebec,7/9/2022,1103417,1523,14999,8,1609,60,1.359,0.525
Prince Edward Island,7/9/2022,42602,1185,46,1,10,0,0.108,0.084
Alberta,7/9/2022,590555,191,4636,0,568,0,0.785,0
Nova Scotia,7/9/2022,49561,168,451,0,31,0,0.91,0
Manitoba,7/9/2022,145853,230,2053,6,579,0,1.408,2.609
Yukon,7/9/2022,5011,10,26,0,0,0,0.519,0
Newfoundland and Labrador,7/9/2022,48508,78,194,0,5,0,0.4,0
British Columbia,7/9/2022,376098,120,3823,35,369,0,1.016,29.167
Saskatchewan,7/9/2022,138340,0,1426,0,119,0,1.031,0
Ontario,7/9/2022,1344508,1028,13479,4,822,38,1.003,0.389
Newfoundland and Labrador,7/10/2022,48532,24,194,0,5,0,0.4,0
Nova Scotia,7/10/2022,49727,166,451,0,31,0,0.907,0
Alberta,7/10/2022,590686,131,4636,0,568,0,0.785,0
British Columbia,7/10/2022,376231,133,3823,0,369,0,1.016,0
Prince Edward Island,7/10/2022,42602,0,46,0,10,0,0.108,0
Yukon,7/10/2022,5017,6,26,0,0,0,0.518,0
Saskatchewan,7/10/2022,138340,0,1426,0,119,0,1.031,0
Quebec,7/10/2022,1104647,1230,15009,10,1609,0,1.359,0.813
New Brunswick,7/10/2022,69537,0,433,0,17,0,0.623,0
Manitoba,7/10/2022,145853,0,2053,0,579,0,1.408,0
Quebec,7/11/2022,1105889,1242,15025,16,1609,0,1.359,1.288
Nova Scotia,7/11/2022,50062,335,456,5,31,0,0.911,1.493
Saskatchewan,7/11/2022,138340,0,1426,0,119,0,1.031,0
British Columbia,7/11/2022,376378,147,3823,0,369,0,1.016,0
Newfoundland and Labrador,7/11/2022,48545,13,194,0,5,0,0.4,0
Manitoba,7/11/2022,145853,0,2053,0,579,0,1.408,0
Yukon,7/11/2022,5024,7,26,0,0,0,0.518,0
New Brunswick,7/11/2022,69537,0,433,0,17,0,0.623,0
Prince Edward Island,7/11/2022,42602,0,46,0,10,0,0.108,0
Ontario,7/11/2022,1346897,1501,13486,3,845,30,1.001,0.2
New Brunswick,7/12/2022,69537,0,433,0,17,0,0.623,0
Saskatchewan,7/12/2022,138340,0,1426,0,119,0,1.031,0
Nova Scotia,7/12/2022,50416,354,456,0,31,0,0.904,0
Yukon,7/12/2022,5026,2,26,0,0,0,0.517,0
Newfoundland and Labrador,7/12/2022,48604,59,194,0,5,0,0.399,0
Prince Edward Island,7/12/2022,42602,0,46,0,10,0,0.108,0
Manitoba,7/12/2022,145853,0,2053,0,579,0,1.408,0
Ontario,7/12/2022,1349004,2107,13494,8,901,56,1,0.38
British Columbia,7/12/2022,376515,137,3823,0,369,0,1.015,0
Alberta,7/12/2022,591112,250,4632,0,568,0,0.784,0
Quebec,7/12/2022,1107899,2010,15038,13,1663,54,1.357,0.647
Yukon,7/13/2022,5040,14,26,0,0,0,0.516,0
Ontario,7/13/2022,1350937,1933,13502,8,964,63,0.999,0.414
Prince Edward Island,7/13/2022,42602,0,46,0,10,0,0.108,0
New Brunswick,7/13/2022,69537,0,433,0,17,0,0.623,0
Manitoba,7/13/2022,145853,0,2053,0,579,0,1.408,0
British Columbia,7/13/2022,376686,171,3823,0,426,57,1.015,0
Nova Scotia,7/13/2022,50755,339,456,0,31,0,0.898,0
Saskatchewan,7/13/2022,138340,0,1426,0,119,0,1.031,0
Quebec,7/13/2022,1110100,2201,15055,17,1767,104,1.356,0.772
Manitoba,7/14/2022,145853,0,2053,0,579,0,1.408,0
Ontario,7/14/2022,1352743,1806,13508,6,1003,39,0.999,0.332
British Columbia,7/14/2022,376878,192,3823,0,426,0,1.014,0
Newfoundland and Labrador,7/14/2022,48736,62,198,0,3,0,0.406,0
Yukon,7/14/2022,5051,11,26,0,0,0,0.515,0
Prince Edward Island,7/14/2022,42602,0,46,0,10,0,0.108,0
New Brunswick,7/14/2022,69537,0,433,0,17,0,0.623,0
Alberta,7/14/2022,591611,235,4632,0,552,0,0.783,0
Saskatchewan,7/14/2022,138340,0,1426,0,119,0,1.031,0
Nova Scotia,7/14/2022,51078,323,456,0,31,0,0.893,0
Quebec,7/14/2022,1112428,2328,15074,19,1860,93,1.355,0.816
Prince Edward Island,7/15/2022,42602,0,46,0,10,0,0.108,0
Saskatchewan,7/15/2022,138340,0,1426,0,119,0,1.031,0
Nova Scotia,7/15/2022,51371,293,456,0,31,0,0.888,0
British Columbia,7/15/2022,377003,125,3823,0,426,0,1.014,0
Alberta,7/15/2022,591856,245,4632,0,552,0,0.783,0
Quebec,7/15/2022,1114336,1908,15091,17,1887,27,1.354,0.891
Ontario,7/15/2022,1354532,1789,13517,9,1073,70,0.998,0.503
Yukon,7/15/2022,5064,13,26,0,0,0,0.513,0
Newfoundland and Labrador,7/15/2022,48795,59,198,0,3,0,0.406,0
New Brunswick,7/15/2022,69537,0,433,0,17,0,0.623,0
Manitoba,7/15/2022,145853,0,2053,0,579,0,1.408,0
Yukon,7/16/2022,5074,10,26,0,0,0,0.512,0
Saskatchewan,7/16/2022,138968,628,1448,22,119,0,1.042,3.503
Ontario,7/16/2022,1356045,1513,13529,12,1150,77,0.998,0.793
British Columbia,7/16/2022,377143,140,3855,32,426,0,1.022,22.857
Alberta,7/16/2022,592061,205,4632,0,552,0,0.782,0
Newfoundland and Labrador,7/16/2022,48871,76,198,0,3,0,0.405,0
Nova Scotia,7/16/2022,51591,220,456,0,31,0,0.884,0
Prince Edward Island,7/16/2022,44121,1519,48,2,10,0,0.109,0.132
Manitoba,7/16/2022,146024,171,2056,3,579,0,1.408,1.754
New Brunswick,7/16/2022,70541,1004,438,5,22,5,0.621,0.498
New Brunswick,7/17/2022,70541,0,438,0,22,0,0.621,0
Manitoba,7/17/2022,146024,0,2056,0,579,0,1.408,0
British Columbia,7/17/2022,377271,128,3855,0,426,0,1.022,0
Nova Scotia,7/17/2022,51811,220,456,0,31,0,0.88,0
Newfoundland and Labrador,7/17/2022,48909,38,198,0,3,0,0.405,0
Prince Edward Island,7/17/2022,44121,0,48,0,10,0,0.109,0
Quebec,7/17/2022,1117859,1521,15132,22,1878,0,1.354,1.446
Alberta,7/17/2022,592240,179,4632,0,552,0,0.782,0
Yukon,7/17/2022,5084,10,26,0,0,0,0.511,0
Saskatchewan,7/17/2022,138968,0,1448,0,119,0,1.042,0
Prince Edward Island,7/18/2022,44121,0,48,0,10,0,0.109,0
Saskatchewan,7/18/2022,138968,0,1448,0,119,0,1.042,0
Manitoba,7/18/2022,146024,0,2056,0,579,0,1.408,0
Alberta,7/18/2022,592543,303,4652,20,552,0,0.785,6.601
Newfoundland and Labrador,7/18/2022,48951,42,198,0,3,0,0.404,0
Nova Scotia,7/18/2022,52197,386,463,7,31,0,0.887,1.813
Ontario,7/18/2022,1358659,1529,13552,13,1168,48,0.997,0.85
Yukon,7/18/2022,5089,5,26,0,0,0,0.511,0
New Brunswick,7/18/2022,70541,0,438,0,22,0,0.621,0
British Columbia,7/18/2022,377403,132,3855,0,426,0,1.021,0
Quebec,7/18/2022,1119252,1393,15146,14,1878,0,1.353,1.005
Saskatchewan,7/19/2022,138968,0,1448,0,119,0,1.042,0
Nova Scotia,7/19/2022,52572,375,463,0,31,0,0.881,0
Prince Edward Island,7/19/2022,44121,0,48,0,10,0,0.109,0
Manitoba,7/19/2022,146024,0,2056,0,579,0,1.408,0
Alberta,7/19/2022,592863,320,4652,0,552,0,0.785,0
New Brunswick,7/19/2022,70541,0,438,0,22,0,0.621,0
Yukon,7/19/2022,5093,4,26,0,0,0,0.511,0
British Columbia,7/19/2022,377555,152,3855,0,426,0,1.021,0
Newfoundland and Labrador,7/19/2022,49011,60,198,0,3,0,0.404,0
Ontario,7/19/2022,1360873,2214,13564,12,1299,131,0.997,0.542
Quebec,7/19/2022,1121392,2140,15157,11,1960,82,1.352,0.514
Alberta,7/20/2022,593127,264,4652,0,559,7,0.784,0
Ontario,7/20/2022,1363092,2219,13579,15,1392,93,0.996,0.676
New Brunswick,7/20/2022,70541,0,438,0,22,0,0.621,0
Nova Scotia,7/20/2022,52921,349,463,0,31,0,0.875,0
Quebec,7/20/2022,1123783,2391,15168,11,2057,97,1.35,0.46
Manitoba,7/20/2022,146024,0,2056,0,579,0,1.408,0
Saskatchewan,7/20/2022,138968,0,1448,0,119,0,1.042,0
Yukon,7/20/2022,5101,8,26,0,0,0,0.51,0
Prince Edward Island,7/20/2022,44121,0,48,0,10,0,0.109,0
British Columbia,7/20/2022,377716,161,3855,0,426,0,1.021,0
Newfoundland and Labrador,7/20/2022,49117,106,202,4,3,0,0.411,3.774
Manitoba,7/21/2022,146024,0,2056,0,579,0,1.408,0
Newfoundland and Labrador,7/21/2022,49178,61,202,0,3,0,0.411,0
Ontario,7/21/2022,1365187,2095,13590,11,1482,90,0.995,0.525
Nova Scotia,7/21/2022,53214,293,463,0,44,13,0.87,0
Yukon,7/21/2022,5107,6,26,0,0,0,0.509,0
Prince Edward Island,7/21/2022,44121,0,48,0,10,0,0.109,0
Saskatchewan,7/21/2022,138968,0,1448,0,119,0,1.042,0
Alberta,7/21/2022,593402,275,4652,0,559,0,0.784,0
New Brunswick,7/21/2022,70541,0,438,0,22,0,0.621,0
Quebec,7/21/2022,1125852,2069,15187,19,2110,53,1.349,0.918
Ontario,7/22/2022,1366943,1756,13606,16,1488,6,0.995,0.911
Prince Edward Island,7/22/2022,44121,0,48,0,10,0,0.109,0
Alberta,7/22/2022,593619,217,4652,0,559,0,0.784,0
New Brunswick,7/22/2022,70541,0,438,0,22,0,0.621,0
Saskatchewan,7/22/2022,138968,0,1448,0,147,28,1.042,0
Nova Scotia,7/22/2022,53483,269,463,0,44,0,0.866,0
Manitoba,7/22/2022,146024,0,2056,0,579,0,1.408,0
Newfoundland and Labrador,7/22/2022,49258,80,202,0,3,0,0.41,0
British Columbia,7/22/2022,377982,144,3855,0,406,0,1.02,0
Yukon,7/22/2022,5122,15,26,0,0,0,0.508,0
British Columbia,7/23/2022,378064,82,3908,53,406,0,1.034,64.634
Ontario,7/23/2022,1368304,1361,13620,14,1511,23,0.995,1.029
Saskatchewan,7/23/2022,138968,0,1448,0,147,0,1.042,0
Yukon,7/23/2022,5122,0,26,0,0,0,0.508,0
Newfoundland and Labrador,7/23/2022,49332,74,202,0,3,0,0.409,0
Alberta,7/23/2022,593851,232,4652,0,559,0,0.783,0
Prince Edward Island,7/23/2022,45645,1524,49,1,10,0,0.107,0.066
Manitoba,7/23/2022,146266,242,2061,5,579,0,1.409,2.066
Nova Scotia,7/23/2022,53705,222,463,0,44,0,0.862,0
New Brunswick,7/23/2022,71479,938,443,5,34,12,0.62,0.533
Alberta,7/24/2022,594013,162,4652,0,559,0,0.783,0
Newfoundland and Labrador,7/24/2022,49366,34,202,0,3,0,0.409,0
Nova Scotia,7/24/2022,53920,215,463,0,44,0,0.859,0
Quebec,7/24/2022,1130678,1279,15235,15,2086,0,1.347,1.173
Saskatchewan,7/24/2022,138968,0,1448,0,147,0,1.042,0
British Columbia,7/24/2022,378187,123,3908,0,406,0,1.033,0
New Brunswick,7/24/2022,71479,0,443,0,34,0,0.62,0
Yukon,7/24/2022,5122,0,26,0,0,0,0.508,0
Manitoba,7/24/2022,146266,0,2061,0,579,0,1.409,0
Prince Edward Island,7/24/2022,45645,0,49,0,10,0,0.107,0
Quebec,7/25/2022,1131949,1271,15253,18,2086,0,1.347,1.416
Prince Edward Island,7/25/2022,45645,0,49,0,10,0,0.107,0
Manitoba,7/25/2022,146266,0,2061,0,579,0,1.409,0
Alberta,7/25/2022,594230,217,4665,13,559,0,0.785,5.991
British Columbia,7/25/2022,378343,156,3908,0,406,0,1.033,0
Newfoundland and Labrador,7/25/2022,49394,28,202,0,3,0,0.409,0
Saskatchewan,7/25/2022,138968,0,1448,0,147,0,1.042,0
Ontario,7/25/2022,1370960,1552,13651,12,1471,15,0.996,0.773
Yukon,7/25/2022,5123,1,26,0,0,0,0.508,0
Nova Scotia,7/25/2022,54265,345,468,5,44,0,0.862,1.449
New Brunswick,7/25/2022,71479,0,443,0,34,0,0.62,0
Saskatchewan,7/26/2022,138968,0,1448,0,147,0,1.042,0
Prince Edward Island,7/26/2022,45645,0,49,0,10,0,0.107,0
New Brunswick,7/26/2022,71479,0,443,0,34,0,0.62,0
Yukon,7/26/2022,5131,8,26,0,0,0,0.507,0
Alberta,7/26/2022,594527,297,4665,0,559,0,0.785,0
Quebec,7/26/2022,1133747,1798,15268,15,2148,62,1.347,0.834
Ontario,7/26/2022,1373032,2072,13661,10,1550,79,0.995,0.483
Manitoba,7/26/2022,146266,0,2061,0,579,0,1.409,0
British Columbia,7/26/2022,378530,187,3908,0,406,0,1.032,0
Newfoundland and Labrador,7/26/2022,49472,78,202,0,3,0,0.408,0
Nova Scotia,7/26/2022,54572,307,468,0,44,0,0.858,0
Nova Scotia,7/27/2022,54887,315,468,0,44,0,0.853,0
Quebec,7/27/2022,1135544,1797,15284,16,2221,73,1.346,0.89
New Brunswick,7/27/2022,71479,0,443,0,34,0,0.62,0
British Columbia,7/27/2022,378679,149,3908,0,406,0,1.032,0
Prince Edward Island,7/27/2022,45645,0,49,0,10,0,0.107,0
Yukon,7/27/2022,5151,20,26,0,0,0,0.505,0
Alberta,7/27/2022,594764,237,4665,0,649,90,0.784,0
Saskatchewan,7/27/2022,138968,0,1448,0,147,0,1.042,0
Newfoundland and Labrador,7/27/2022,49530,58,205,3,3,0,0.414,5.172
Ontario,7/28/2022,1376646,1864,13693,16,1535,50,0.995,0.858
Alberta,7/28/2022,595016,252,4665,0,649,0,0.784,0
Manitoba,7/28/2022,146266,0,2061,0,291,0,1.409,0
Quebec,7/28/2022,1137108,1564,15293,9,2222,1,1.345,0.575
Newfoundland and Labrador,7/28/2022,49574,44,205,0,3,0,0.414,0
Yukon,7/28/2022,5176,25,26,0,0,0,0.502,0
New Brunswick,7/28/2022,71479,0,443,0,34,0,0.62,0
Nova Scotia,7/28/2022,55185,298,468,0,44,0,0.848,0
Saskatchewan,7/28/2022,138968,0,1448,0,147,0,1.042,0
Prince Edward Island,7/28/2022,45645,0,49,0,10,0,0.107,0
Alberta,7/29/2022,595324,308,4665,0,649,0,0.784,0
New Brunswick,7/29/2022,71479,0,443,0,34,0,0.62,0
Manitoba,7/29/2022,146266,0,2061,0,291,0,1.409,0
Saskatchewan,7/29/2022,138968,0,1448,0,147,0,1.042,0
Yukon,7/29/2022,5191,15,26,0,0,0,0.501,0
Newfoundland and Labrador,7/29/2022,49624,50,205,0,3,0,0.413,0
Ontario,7/29/2022,1378186,1540,13701,8,1589,54,0.994,0.519
Nova Scotia,7/29/2022,55420,235,468,0,44,0,0.844,0
British Columbia,7/29/2022,378948,131,3908,0,401,0,1.031,0
Prince Edward Island,7/29/2022,45645,0,49,0,10,0,0.107,0
British Columbia,7/30/2022,379047,99,3940,32,401,0,1.039,32.323
Yukon,7/30/2022,5207,16,26,0,0,0,0.499,0
Alberta,7/30/2022,595522,198,4665,0,649,0,0.783,0
Saskatchewan,7/30/2022,138968,0,1448,0,147,0,1.042,0
Prince Edward Island,7/30/2022,46818,1173,49,0,10,0,0.105,0
